Draw,Update
0.00522901,0.00057903
0.00415687,0.000438475
0.00408496,0.00115012
0.00447534,0.00045622
0.00458975,0.000491708
0.00447534,0.00103291
0.00425634,0.0005314
0.00444125,0.000575294
0.00423019,0.000540272
0.00423626,0.000443612
0.00499647,0.000441744
0.00425027,0.000508519
0.00426147,0.000607047
0.00428902,0.000553814
0.00415921,0.00111977
0.00448141,0.000581832
0.00416995,0.000511788
0.00429416,0.00056362
0.0041989,0.0011221
0.00451036,0.000620589
0.0040873,0.000540739
0.00410551,0.000587902
0.00420124,0.000464625
0.00415361,0.000946994
0.00440763,0.000465092
0.00437121,0.000354889
0.00434412,0.000449682
0.00417322,0.000509453
0.00438382,0.000534202
0.00427268,0.00100443
0.00428342,0.000635065
0.00437354,0.000462757
0.00428202,0.000507118
0.00441604,0.00049918
0.00441043,0.000467893
0.00414707,0.000454819
0.00411298,0.000495911
0.00408636,0.00101143
0.00432872,0.000397383
0.00411018,0.000445479
0.00407469,0.000453418
0.00397429,0.000424466
0.0039883,0.000420731
0.00408403,0.000429603
0.0040957,0.000475832
0.00393273,0.0011095
0.00444826,0.000468827
0.00442398,0.000431004
0.00495818,0.000428202
0.0043614,0.000361427
0.00448608,0.000453418
0.00445993,0.00052673
0.004572,0.00122203
0.00480922,0.000367964
0.00475972,0.000485638
0.00450803,0.000554281
0.00469201,0.000382907
0.00465792,0.000372167
0.00443098,0.000466026
0.00437074,0.000490308
0.00434366,0.000521594
0.00437261,0.0011165
0.0046285,0.00051599
0.00466399,0.000540272
0.00454212,0.000360493
0.0045734,0.000507118
0.00488813,0.000494043
0.0044137,0.00102077
0.00463364,0.000565488
0.00511741,0.000464158
0.00465979,0.000518325
0.00490821,0.000472096
0.00446834,0.000445479
0.00426147,0.000452017
0.00443798,0.000363295
0.00441183,0.000380572
0.00439783,0.00108054
0.00449495,0.000516924
0.00448515,0.000474431
0.0046257,0.000471162
0.00469901,0.000472096
0.00442117,0.000449215
0.00429743,0.000428669
0.00444826,0.00102404
0.00449962,0.000484704
0.0045225,0.000453418
0.00432731,0.000470695
0.0043628,0.000331541
0.00436047,0.000464158
0.00449309,0.000331541
0.00455986,0.00033948
0.00423766,0.000459021
0.00429416,0.000474431
0.0042965,0.00088162
0.00444686,0.000414193
0.00440156,0.000444546
0.00425727,0.00061125
0.00428669,0.000448748
0.00425447,0.000341347
0.00440436,0.000443612
0.00421198,0.000401118
0.00413399,0.00122857
0.00435113,0.000394581
0.00434833,0.000424466
0.0043049,0.00041933
0.00434179,0.000337612
0.00420357,0.000331074
0.00418629,0.000453885
0.00428155,0.00046836
0.00413446,0.000404854
0.00410878,0.000991822
0.00433899,0.000436607
0.00426381,0.000409057
0.00428902,0.000438475
0.00422925,0.000435206
0.00413586,0.000565488
0.00410317,0.000444079
0.00412232,0.000300255
0.00408496,0.000983417
0.00432078,0.000342281
0.00432171,0.000348352
0.00432545,0.000443612
0.00445573,0.000342281
0.00440109,0.000480968
0.00422038,0.000403453
0.00427455,0.000316132
0.00421664,0.000411858
0.00435206,0.000948395
0.00532941,0.000502449
0.00448655,0.000448748
0.0043656,0.000410924
0.0043063,0.000466026
0.00452951,0.000475365
0.00470135,0.000311462
0.00444592,0.00041933
0.00410831,0.000899831
0.00442491,0.000441744
0.0043614,0.000443612
0.00433385,0.000452484
0.00545035,0.000423999
0.00427642,0.000480968
0.00440343,0.000311929
0.00431331,0.000306792
0.00428155,0.000880686
0.00450383,0.00045622
0.00449682,0.000346951
0.00438148,0.000362361
0.0044604,0.000429603
0.00435206,0.000368431
0.00441837,0.000433338
0.00442818,0.000301189
0.00440436,0.000893294
0.00452437,0.000471162
0.00445573,0.000316599
0.0043572,0.000455286
0.00445713,0.00033481
0.0043544,0.000303991
0.00438148,0.000422598
0.00426801,0.000391779
0.00422085,0.000900765
0.00450383,0.00035629
0.00455286,0.000336678
0.00443798,0.000337612
0.00437214,0.000487039
0.00433899,0.000300722
0.00428762,0.000306792
0.00429976,0.000395982
0.00433946,0.000433338
0.00431657,0.000405321
0.0040887,0.000434272
0.004459,0.000501515
0.0041522,0.000392246
0.00416341,0.000401118
0.00409383,0.000272704
0.00404714,0.000275039
0.00401679,0.000268969
0.00448375,0.000272704
0.00406115,0.000389444
0.00394394,0.000366096
0.00368805,0.000373101
0.00378144,0.000373568
0.00381039,0.000333876
0.0037651,0.000236282
0.00376976,0.000240951
0.00375809,0.000234414
0.00373895,0.000240017
0.00379078,0.000355823
0.003724,0.000336211
0.00368618,0.000332942
0.00373428,0.000340414
0.00359279,0.000329206
0.00340554,0.000282978
0.00346484,0.000199859
0.00342188,0.000290449
0.00343542,0.000300722
0.00345177,0.000304925
0.00352181,0.000317066
0.00346297,0.000293718
0.0032477,0.000308193
0.00337612,0.000277374
0.00344196,0.000283444
0.0032365,0.000300255
0.00335837,0.000293251
0.00331401,0.000278308
0.00326685,0.000283911
0.0032944,0.000290449
0.00317859,0.000271304
0.0035008,0.000242819
0.00358625,0.000406722
0.00321408,0.000285779
0.00312536,0.00023955
0.00315571,0.00025496
0.00309221,0.000247022
0.00293157,0.000137753
0.00304878,0.000139621
0.00294185,0.000213867
0.00288814,0.000337612
0.00292503,0.000116273
0.00288861,0.000110669
0.00281903,0.000103665
0.00282651,0.000106467
0.00283631,0.000105533
0.00273592,0.000106
0.00284565,8.17179e-005
0.00269062,0.000183982
0.00281623,0.00019192
0.00274946,0.00019192
0.00288768,6.911e-005
0.00281577,0.000184916
0.0028223,0.000172775
0.00286293,0.000176511
0.0028648,6.86431e-005
0.00281857,6.67752e-005
0.00286153,6.77091e-005
0.00293017,0.000165771
0.00278495,0.000160634
0.00279289,0.000172775
0.00290542,0.000171841
0.00268969,0.0001597
0.00278121,0.000155031
0.00281717,0.00019192
0.00279335,6.81761e-005
0.00277981,0.000174643
0.0027177,0.000160634
0.00278962,0.000163903
0.0028153,7.61144e-005
0.00283538,0.000197524
0.00286433,8.0317e-005
0.00279148,6.81761e-005
0.00283771,6.58413e-005
0.00279662,0.000174176
0.00274432,6.49074e-005
0.00275833,0.000178379
0.002982,0.000190053
0.00265607,0.000181647
0.00277794,0.000185383
0.00265513,0.000165304
0.00284612,0.000172308
0.00279008,0.000169506
0.00264579,0.000162969
0.00273452,0.000173709
0.00270883,0.00018118
0.00277841,0.000164837
0.00277934,0.000178846
