Draw,Update
0.0127069,0.000699039
0.012635,0.000681761
0.0126331,0.000684096
0.0124814,0.00216623
0.0134624,0.000684563
0.0133041,0.000681761
0.013285,0.000682695
0.0131258,0.000681761
0.0130585,0.00068503
0.01301,0.000685497
0.0129399,0.000852668
0.0131921,0.00189586
0.0133116,0.000692501
0.0129119,0.000765347
0.0127765,0.000682228
0.013116,0.000684563
0.0129941,0.00199018
0.0136782,0.000984351
0.0138612,0.000688765
0.0135054,0.000684096
0.0134774,0.000682695
0.0131659,0.000684096
0.0130917,0.000683162
0.0131188,0.000636933
0.0129282,0.000853135
0.0133252,0.00353068
0.0134564,0.000681294
0.0133882,0.000678959
0.0133588,0.00068036
0.0132953,0.00197757
0.0137795,0.000674757
0.013773,0.000918509
0.0137604,0.000679893
0.0137165,0.000681761
0.0136721,0.000683629
0.0141582,0.000683629
0.0135717,0.000681761
0.0134708,0.000684563
0.0133583,0.00220638
0.0141802,0.000755074
0.0136758,0.000757408
0.0137622,0.000753673
0.0135899,0.00203221
0.0135946,0.000815778
0.013483,0.000742466
0.0135325,0.000971743
0.0133714,0.000683162
0.0133224,0.000687831
0.0135119,0.0019645
0.0132873,0.000747602
0.0131566,0.000742466
0.0130637,0.000742466
0.0129651,0.00220825
0.0132584,0.000817179
0.0131813,0.000843796
0.013186,0.000812977
0.0128591,0.000744801
0.012712,0.000749003
0.0128675,0.000748069
0.0125551,0.000953531
0.0124398,0.000684563
0.0123996,0.00194349
0.0130469,0.000746201
0.0129292,0.000748069
0.012854,0.00075414
0.0127989,0.000768615
0.0131244,0.00222366
0.0139481,0.000819981
0.0133877,0.000742466
0.0133733,0.000742933
0.0141054,0.000778422
0.0138239,0.000770483
0.0134274,0.000765347
0.0133756,0.000925047
0.0132523,0.000706043
0.0131664,0.00332102
0.0129058,0.000812977
0.0128106,0.000760677
0.0129511,0.000780289
0.0129726,0.000831655
0.0128204,0.00237916
0.0134648,0.000839593
0.0132551,0.000777488
0.01368,0.001067
0.0131753,0.000792897
0.0130142,0.00076488
0.0130739,0.000709312
0.0128745,0.000915708
0.0128073,0.00195796
0.0134125,0.00076488
0.0133275,0.000763946
0.0138916,0.000765814
0.0135199,0.000777021
0.0135189,0.000780289
0.0133719,0.00224934
0.0136184,0.000767215
0.0135624,0.000771884
0.0134424,0.000770016
0.0132238,0.000765347
0.0130921,0.000765814
0.0130067,0.000698572
0.0129082,0.000922712
0.0128367,0.00198645
0.0137277,0.000772351
0.0135997,0.000773752
0.0134863,0.000762545
0.0133807,0.000697638
0.0139084,0.00070184
0.0132971,0.00219284
0.0133368,0.000770483
0.0143357,0.000702774
0.0135451,0.000700906
0.0130898,0.000698572
0.0132042,0.000772351
0.013002,0.000697638
0.0130907,0.000918976
0.0129829,0.00199672
0.0138953,0.000766281
0.0136871,0.000699039
0.013667,0.000705576
0.0136992,0.000699972
0.0136315,0.00072799
0.0132009,0.000931584
0.0131192,0.00348492
0.013136,0.000697638
0.0131557,0.000720519
0.0131514,0.000696704
0.0129651,0.00070651
0.0128652,0.000699039
0.0127709,0.000916175
0.0126546,0.00198131
0.0126915,0.000767215
0.0125682,0.000696704
0.0125888,0.000706043
0.013165,0.000718184
0.0127942,0.000699972
0.0123674,0.000921311
0.0159247,0.00197851
0.0149348,0.000904501
0.0139742,0.000720986
0.0150319,0.000717717
0.0127966,0.000713514
0.0126177,0.000709779
0.0127699,0.000756941
0.0134489,0.00220965
0.0133294,0.000720519
0.0131608,0.000719118
0.0144487,0.000726589
0.0135189,0.00072332
0.0128834,0.000726122
0.0127816,0.000718651
0.0127433,0.000657479
0.0128185,0.000692034
0.0126499,0.000654677
0.0132766,0.000656078
0.0124589,0.00064347
0.0123665,0.000646272
0.0122614,0.000643937
0.01214,0.000657012
0.0120462,0.000577629
0.0122129,0.000581365
0.0123632,0.000572959
0.0123389,0.000586968
0.0122315,0.00057436
0.0119187,0.000576695
0.0117155,0.000609382
0.0116044,0.000537937
0.0115596,0.00053747
0.0115278,0.000541206
0.0114587,0.000509453
0.0116175,0.000542607
0.0114601,0.000517858
0.0114186,0.000521127
0.0116861,0.000546343
0.0116138,0.000517858
0.0111318,0.000467427
0.0110529,0.000485171
0.0110146,0.000487039
0.0109399,0.000487973
0.0108447,0.000474898
0.0108241,0.000442211
0.0108026,0.000474431
0.0106089,0.00045762
0.0105902,0.000372167
0.0105145,0.000406722
0.0104744,0.000376369
0.0104197,0.000424933
0.0103478,0.000415594
0.0102624,0.000405321
0.010197,0.000405321
0.0101592,0.000404387
0.0100905,0.000347885
0.0100742,0.000354889
0.00999434,0.000318933
0.0106397,0.000324537
0.0106471,0.000319867
0.00995791,0.000320334
0.0103516,0.000317999
0.010359,0.000251224
0.0102694,0.000256361
0.0114046,0.000248422
0.0104496,0.00036096
0.010996,0.000242352
0.0115488,0.000242819
0.00980708,0.000271304
0.0102269,0.000247489
0.00942091,0.000245154
0.00936347,0.000171841
0.0104104,0.000172775
0.00939056,0.000170907
0.00970949,0.000174643
0.00961143,0.000172775
0.00955726,0.000171841
0.00962124,0.000174643
0.00951617,0.000186784
0.00980101,0.000251691
0.0104683,0.00018585
0.00971416,0.000173242
0.00972443,0.000183048
0.0100219,0.00026103
0.0101251,0.000197991
0.0101031,0.000254493
0.0100252,0.000197991
0.0100317,0.000198458
0.01079,0.000197991
0.00976926,0.000197991
0.00973284,0.000261964
0.0101517,0.000197057
0.00976786,0.000339013
0.00995278,0.000201727
0.0107821,0.000207797
0.0111996,0.000239083
0.0103268,0.000374969
0.0130221,0.000211533
0.0101741,0.000302123
0.0115657,0.000221339
0.0133172,0.000215735
0.0103539,0.000286713
0.012713,0.000211533
0.0111398,0.000202193
0.0104716,0.000219938
0.0130949,0.000198458
0.0113336,0.000289515
0.0105281,0.000204528
0.00999247,0.000200793
0.0101718,0.000296519
0.0119682,0.000198458
0.010705,0.000205929
0.010452,0.000337145
0.0120462,0.000199392
0.0103357,0.00021807
0.0102344,0.000206863
0.0106616,0.000204995
0.0102605,0.000206396
0.0102624,0.000204061
0.0102222,0.000204995
0.0113116,0.000212934
0.0109203,0.000206863
0.0128171,0.000208731
0.0133975,0.000318466
0.00989627,0.000196123
0.0100228,0.000196123
0.0100756,0.000438475
0.0100359,0.000218537
0.010006,0.000211066
0.0114956,0.000226942
0.0108059,0.000209665
0.014416,0.000321735
0.0112799,0.000217603
0.0132663,0.000312396
0.0106868,0.000226008
0.0122633,0.000212467
0.0108241,0.000219004
0.0104132,0.000215268
0.0120546,0.000302123
0.00980942,0.000214334
0.00971696,0.000206396
0.00973938,0.000268035
0.0101101,0.000273171
0.00989161,0.000215268
0.00991355,0.000226942
0.0135442,0.000230211
0.010918,0.000216669
0.0097786,0.000214334
0.00963524,0.000212467
0.0130931,0.000220405
0.0100457,0.000217136
0.00980708,0.000221339
0.00974965,0.000216669
0.0100924,0.000224141
0.0114928,0.000310061
0.0107121,0.000209665
0.0131365,0.00917576
0.0163258,0.000713981
0.0148124,0.000713514
0.0150758,0.000737329
0.0150767,0.00073873
0.0150062,0.000744334
0.0149637,0.00073873
0.0157034,0.000758342
0.014945,0.000743867
0.0149366,0.000756008
0.0153812,0.000756475
0.0150613,0.00073266
0.0150333,0.000748069
0.0150193,0.000756475
0.0150758,0.000762545
0.0153877,0.000730792
0.0149978,0.000740131
0.0150903,0.00075414
0.0150917,0.000734994
0.0150571,0.000755541
0.0150963,0.000747135
0.0152962,0.000747602
0.0150982,0.0007434
0.015165,0.000764413
0.015193,0.000745267
0.0151939,0.000732193
0.0155241,0.000763479
0.0154494,0.00075414
0.015426,0.000734994
0.0156492,0.000763479
0.0160541,0.00073873
0.0157893,0.000777955
0.0156758,0.000764413
0.0151883,0.000754607
0.0156161,0.000777488
0.0154325,0.000774686
0.0154363,0.000753206
0.0157907,0.000766748
0.0156483,0.000925514
0.0153574,0.000767682
0.0154816,0.000882087
0.0159168,0.000801303
0.0154933,0.000778889
0.0176198,0.000741065
0.0153901,0.000765347
0.0155507,0.00084473
0.0157814,0.000765347
0.0156473,0.000750404
0.0159205,0.00077562
0.0156063,0.000766748
0.0158099,0.00128834
0.0151991,0.000774686
0.015179,0.000759276
0.0155297,0.0007434
0.0155572,0.0011646
0.0161717,0.000868545
0.0153634,0.000753673
0.0207092,0.00113891
0.0149292,0.000736395
0.0147288,0.000729391
0.0144599,0.00072332
0.0140826,0.000705576
0.0142838,0.000714448
0.014267,0.000703708
0.0143385,0.000705576
0.0144361,0.000714448
0.0142619,0.000718184
0.0143273,0.000733127
0.0142255,0.000722386
0.0140998,0.000702307
0.0138075,0.000700906
0.0138822,0.000722386
0.0141634,0.000738263
0.0140027,0.000719118
0.0137151,0.000740598
0.0140872,0.000722853
0.0138743,0.00073266
0.0137221,0.000698572
0.0141358,0.00073406
0.0140195,0.000971276
0.0136394,0.000781223
0.0140788,0.000784025
0.0134853,0.000773752
0.0135479,0.000759743
0.0132785,0.000749937
0.0130525,0.000794298
0.0131781,0.000778422
0.0134891,0.000774686
0.0132864,0.000750871
0.0130333,0.00559137
0.0146569,0.000863875
0.0145948,0.000879752
0.0147162,0.000869946
0.014352,0.000867144
0.0140214,0.000869946
0.0139112,0.000902166
0.0138892,0.000875082
0.013751,0.000890492
0.013751,0.000869012
0.0136282,0.000865276
0.0137193,0.00086154
0.0135712,0.000880219
0.0135722,0.000862941
0.0134704,0.00086621
0.0132574,0.000466493
0.0132327,0.000452951
0.0137029,0.000463224
0.0134186,0.000478634
0.0131935,0.000455286
0.0131529,0.000447814
0.0131337,0.00045622
0.0132019,0.000453418
0.0133915,0.000470228
